Ticker,Market Cap,Div,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Profit M,Earnings,Price,Change,Volume
IEP,12.41B,10.23%,3.30%,19.40%,4.60%,-,-,1.40,1.40,25.20%,7.30%,6.30%,Nov 09/b,69.88,2.10%
SEMG,1.50B,10.22%,-1.20%,-3.90%,2.20%,1.10,1.00,1.60,1.60,28.10%,4.80%,-2.60%,Nov 07/a,18.66,0.92%
FCO,71.72M,10.22%,-,-,-,-,-,-,-,-,-,-,-,8.32,1.22%
NMFC,1.01B,10.22%,-,-,-,-,-,-,-,-,-,-,Nov 07/a,13.38,0.53%
DHY,243.14M,10.21%,-,-,-,-,-,-,-,-,-,-,-,2.37,0.64%
SPKEP,-,10.18%,-,-,-,-,-,-,-,-,-,-,-,21.59,0.37%
SCD,219.22M,10.17%,-,-,-,-,-,-,-,-,-,-,-,12.26,0.57%
KNOP,684.72M,10.16%,5.10%,14.90%,5.80%,0.50,0.50,1.61,1.73,79.00%,44.90%,35.80%,Dec 04/b,20.48,0.05%
MRT,271.50M,10.16%,3.20%,5.40%,5.60%,-,-,0.75,0.75,96.90%,49.80%,29.00%,Nov 09/a,8.29,0.24%
PNNT,496.92M,10.14%,-,-,-,-,-,-,-,-,-,-,Nov 15/a,7.14,0.63%
NS,2.60B,10.13%,2.10%,8.00%,6.10%,0.70,0.60,2.02,2.06,65.10%,18.60%,7.40%,Nov 05/b,23.77,0.34%
AVK,505.36M,10.12%,-,-,-,-,-,-,-,-,-,-,-,14.05,0.86%
ADES,197.90M,10.10%,41.90%,46.50%,-35.20%,9.90,9.80,0.00,0.00,-12.50%,-75.20%,-,Nov 05/a,10.00,1.01%
MIE,-,10.07%,-,-,-,-,-,-,-,-,-,-,-,9.19,0.55%
CDMOP,1.46B,10.07%,-,-,-,-,-,-,-,-,-,-,-,25.94,-0.35%
ETW,1.16B,10.06%,-,-,-,-,-,-,-,-,-,-,-,10.85,0.18%
INB,-,10.05%,-,-,-,-,-,-,-,-,-,-,-,8.28,0.24%
SZC,-,10.02%,-,-,-,-,-,-,-,-,-,-,-,16.33,-0.18%
