Ticker,Market Cap,Div,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Profit M,Earnings,Price,Change,Volume
HCAP,71.23M,10.25%,-,-,-,-,-,-,-,-,-,-,Nov 08/b,11.05,-0.59%
CHMI,309.88M,10.24%,4.30%,31.50%,2.40%,-,-,0.40,5.66,69.90%,67.30%,59.40%,Nov 07/a,18.99,-0.78%
KRP,472.92M,10.22%,-14.80%,-23.70%,0.70%,5.50,5.50,0.60,0.60,-,-93.40%,-,Nov 08/b,17.28,-1.90%
TCPC,828.93M,10.21%,-,-,-,-,-,-,-,-,-,-,Nov 08/b,14.02,-0.53%
ADES,195.22M,10.20%,42.40%,45.40%,-35.20%,12.10,12.10,0.00,0.00,12.20%,-31.40%,-,Nov 06/a,9.68,-1.22%
DPG,-,10.20%,-,-,-,-,-,-,-,-,-,-,-,13.61,-0.86%
MIC,3.36B,10.19%,6.10%,15.70%,3.60%,1.40,1.40,0.99,1.12,53.90%,16.30%,25.30%,Oct 31/a,38.23,-2.60%
MCN,197.74M,10.17%,-,-,-,-,-,-,-,-,-,-,-,7.00,-1.13%
SNP,103.97B,10.17%,2.60%,5.40%,6.10%,0.80,0.40,0.20,0.36,20.20%,2.40%,1.40%,Nov 26,83.52,-1.59%
ETW,1.15B,10.17%,-,-,-,-,-,-,-,-,-,-,-,10.54,-1.68%
HTGC,1.18B,10.14%,-,-,-,-,-,-,-,-,-,-,Nov 01/a,12.18,-0.41%
MBT,7.89B,10.14%,-,-,18.20%,0.90,0.80,3.58,4.28,63.30%,-,-,Nov 27/b,7.72,-4.57%
DBL,-,10.11%,-,-,-,-,-,-,-,-,-,-,-,19.45,-1.67%
NMFC,1.02B,10.10%,-,-,-,-,-,-,-,-,-,-,Nov 07/a,13.40,-0.45%
NCMI,533.05M,10.07%,0.90%,-2.70%,44.00%,2.00,2.00,-,-,70.20%,61.10%,2.30%,Nov 05/a,6.66,-1.33%
INB,-,10.06%,-,-,-,-,-,-,-,-,-,-,-,8.16,-1.09%
SCD,221.91M,10.05%,-,-,-,-,-,-,-,-,-,-,-,12.13,-1.70%
PTY,1.26B,10.05%,-,-,-,-,-,-,-,-,-,-,-,14.90,-4.06%
SCM,216.01M,10.04%,-,-,-,-,-,-,-,-,-,-,Nov 07/b,13.36,-1.33%
YMLP,-,10.03%,-,-,-,-,-,-,-,-,-,-,-,19.47,-1.90%
DDF,89.72M,10.03%,-,-,-,-,-,-,-,-,-,-,-,11.42,-2.14%
